student_id,name,email,phone,college,branch,cgpa,backlogs,internships_count,projects_count,skills,certifications,passout_year,gap_year,github_profile,linkedin_profile,city,state
STU00857,Kevin Oza,kashish44@example.com,5089988956,Sharda Univ,BBA,6.45,0,1,1,Django|Cloud Azure|Power BI,1,2024,0,0,1,Bidar,Rajasthan
STU00858,Adya Kohli,henry44@example.net,02827027287,IP University,IT,7.62,0,1,3,Cloud AWS|Spring Boot|Cloud Azure,2,2025,0,1,1,Parbhani,Maharashtra
STU00859,Triya Soni,yashawini06@example.net,2157312207,Jamia Hamdard,IT,6.7,1,2,4,Machine Learning|Cloud AWS|Tableau|C++,2,2025,1,1,1,Allahabad,Tamil Nadu
STU00860,Elijah Tara,fariqsetty@example.org,07882220410,NSUT,CSE,7.77,0,0,5,Java|Data Analysis|C++|SQL|Python|Machine Learning|Cloud Azure,0,2024,0,0,1,Bhilai,Haryana
STU00861,Benjamin Venkataraman,pnarula@example.net,01375549152,Amity Noida,EEE,7.38,0,2,2,Node.js|Power BI|Tableau|Django|Java|NLP|SQL|Deep Learning,5,2025,0,0,1,Chandigarh,Gujarat
STU00862,Edhitha Deo,amrutahayre@example.net,+915822095282,IP University,CSE,5.84,0,2,4,Java|C++|Deep Learning|React|R|Spring Boot|Power BI,0,2024,0,1,1,Kirari Suleman Nagar,West Bengal
STU00863,Leena Dutta,abhimanyu32@example.net,+916990971141,Amity Noida,BCA,8.59,0,2,4,React|C++|SQL|Power BI|Django|Spring Boot,1,2024,0,0,1,Alwar,Delhi
STU00864,Ekavir Pillay,zbhasin@example.org,2548256159,DTU,BBA,8.82,0,2,4,Django|SQL|NLP,2,2025,0,1,1,Satna,Karnataka
STU00865,Sneha Pillai,damyanti98@example.com,+910936731114,Sharda Univ,MBA,6.65,0,2,4,Cloud AWS|SQL|Node.js|Python|Excel|Java,3,2025,0,1,0,Raurkela Industrial Township,Tamil Nadu
STU00866,Harrison Mann,akulkarni@example.net,+916232098430,BVICAM Delhi,EEE,6.85,0,1,1,Deep Learning|Power BI|NLP,2,2024,0,1,1,Rajpur Sonarpur,Gujarat
STU00867,Hamsini Nagar,choudhryvrishti@example.net,+919224167394,IP University,BCA,7.46,0,0,4,Power BI|Django|Data Analysis|NLP|Node.js|Python|C++,1,2024,0,0,1,Siwan,Karnataka
STU00868,Rishi Kumer,qchaudhry@example.net,+910140489830,BVICAM Delhi,BBA,7.5,0,1,5,Java|Cloud AWS|Tableau,1,2024,1,0,0,Pune,Haryana
STU00869,Gabriel Loke,janidiya@example.org,+912316693164,NSUT,EEE,7.79,0,3,4,Cloud AWS|Java|R|SQL|Deep Learning,3,2024,0,0,1,New Delhi,Tamil Nadu
STU00870,Zansi Ramakrishnan,bhatteesha@example.com,02283111907,GGSIPU,MBA,9.01,0,0,3,Python|Cloud Azure|Django|Tableau|R|C++|Excel|Node.js,0,2024,0,0,1,Rourkela,Karnataka
STU00871,Praneel Parikh,ranganathanamol@example.com,0745007800,NSUT,IT,7.04,0,0,1,Node.js|SQL|Power BI|Machine Learning,5,2025,0,0,1,Bidar,Tamil Nadu
STU00872,Wriddhish Sundaram,bahlwarjas@example.org,7415240225,Amity Noida,ME,6.48,2,0,5,C++|Cloud AWS|Tableau,1,2024,0,1,0,Narasaraopet,Rajasthan
STU00873,Chatura Dani,padmanabhanzashil@example.net,08221326470,IP University,CSE,5.96,1,0,2,Power BI|SQL|Django|C++|Tableau|Deep Learning,3,2025,0,1,1,Thanjavur,Gujarat
STU00874,Ikbal Garde,varenyagupta@example.com,+910697139776,BVICAM Delhi,CSE,6.54,0,2,3,Python|R|NLP|Cloud Azure|Django|SQL|Power BI,3,2025,0,1,0,Bhubaneswar,Gujarat
STU00875,Aadi Uppal,sharmalaban@example.com,2840630769,NSUT,EEE,7.17,0,0,2,React|Python|Spring Boot|Java|Cloud Azure,4,2024,0,1,1,Sirsa,Haryana
STU00876,Hemangini Bumb,bumblila@example.com,+918475298485,DTU,MBA,8.82,0,0,1,Spring Boot|Python|Power BI|Data Analysis|Node.js|Cloud Azure|Django,0,2024,1,1,1,Adoni,Punjab
STU00877,Lakshit Gara,csolanki@example.com,+914408756857,Sharda Univ,CSE,6.73,2,0,2,Spring Boot|SQL|Python|NLP|Cloud Azure|Excel|Deep Learning,3,2025,0,1,1,Siliguri,Rajasthan
STU00878,Dayita Aggarwal,kvasa@example.org,09658245307,GGSIPU,MCA,7.4,0,1,3,R|React|Data Analysis|C++|SQL|Spring Boot,2,2024,1,0,1,Jabalpur,Delhi
STU00879,Aarush Anne,xvarughese@example.com,06573826364,IGDTUW,ECE,7.19,0,1,3,React|Cloud Azure|Excel,1,2025,0,0,1,Arrah,Punjab
STU00880,Janya Agrawal,qabil86@example.com,+915774411382,DTU,MCA,8.27,0,1,4,React|Data Analysis|NLP|Power BI|Node.js|Tableau,1,2024,0,1,1,Durg,Karnataka
STU00881,Krishna Bhardwaj,rsahota@example.net,+914372281923,Jamia Hamdard,CE,9.47,0,2,5,Spring Boot|Cloud Azure|Data Analysis|NLP|R|C++,4,2025,0,0,1,Bongaigaon,West Bengal
STU00882,Lakshmi Barman,usem@example.com,9923697133,IP University,CE,6.72,1,0,2,Power BI|Cloud AWS|Cloud Azure|SQL|Excel|Python|Data Analysis,2,2024,0,0,1,Faridabad,Maharashtra
STU00883,Charita Peri,hariniravi@example.com,1529883115,Sharda Univ,ECE,6.76,1,1,2,NLP|React|Excel|Cloud Azure|Data Analysis|SQL,4,2025,0,0,0,Gwalior,UP
STU00884,Mason Dugar,yutikamurthy@example.org,9201921774,IGDTUW,CSE,8.14,0,2,1,Java|NLP|SQL,1,2025,1,0,0,Nangloi Jat,Tamil Nadu
STU00885,Omya Chaudry,tanmayikade@example.com,01181646441,Bennett Univ,BBA,7.81,0,2,3,React|Node.js|NLP|Data Analysis|SQL,1,2025,0,0,1,Purnia,Punjab
STU00886,Jagvi Ratta,lnarayanan@example.org,+918957373679,IP University,MBA,8.86,0,0,5,Spring Boot|Node.js|Machine Learning|Data Analysis,3,2024,1,1,1,Varanasi,Punjab
STU00887,Aarnav Ray,aashipurohit@example.net,08622840433,Amity Noida,ECE,7.73,0,1,4,Data Analysis|React|Power BI,5,2025,1,1,0,Raebareli,UP
STU00888,Rachana Char,rajatashan@example.org,05532176745,IGDTUW,BBA,6.88,0,0,2,Cloud AWS|R|C++|React|Spring Boot,2,2024,1,0,0,Ramgarh,UP
STU00889,Ekbal Rege,mahajanagastya@example.org,1454018673,BVICAM Delhi,CSE,7.73,0,1,4,Cloud Azure|Power BI|Data Analysis|Spring Boot|R|C++|Machine Learning,3,2025,1,1,1,Tiruchirappalli,Karnataka
STU00890,Falan Chakraborty,jbawa@example.net,8511351486,IGDTUW,MCA,8.2,0,1,3,NLP|Java|Machine Learning|Data Analysis|Cloud AWS|Spring Boot,4,2025,0,1,0,Kolkata,West Bengal
STU00891,Garima Sankaran,sarmamekhala@example.com,8036955503,NSUT,CSE,7.94,0,0,5,Cloud AWS|Tableau|Node.js|Django|React,5,2024,0,1,1,Madanapalle,Gujarat
STU00892,Aradhana Pau,auroratanvi@example.com,5209330373,Amity Noida,MBA,7.66,0,2,4,NLP|R|Data Analysis|Node.js|Django|Machine Learning|C++|Excel,5,2025,0,1,1,Kharagpur,Haryana
STU00893,Nimrat Iyengar,swamyutkarsh@example.com,+910988770824,Sharda Univ,CSE,8.16,0,2,1,C++|Excel|SQL|Node.js,1,2025,0,0,0,Buxar,Delhi
STU00894,Baghyawati Sha,aryanchaudry@example.com,08100783732,BVICAM Delhi,BBA,8.25,0,1,3,R|React|NLP,5,2024,0,1,0,Uluberia,UP
STU00895,Shivansh Rajagopalan,ucchal09@example.net,7768234964,DTU,CSE,8.44,0,0,1,Excel|Tableau|Java|Data Analysis|Node.js|Django,3,2025,0,0,1,Satara,Rajasthan
STU00896,Oliver Wadhwa,routazad@example.net,04392639252,DTU,MCA,7.78,0,1,2,Java|React|Power BI|Machine Learning|Python,2,2024,0,1,1,Durgapur,Karnataka
STU00897,Kevin Madan,ojasvi49@example.net,09920863261,Bennett Univ,EEE,7.05,0,1,1,NLP|Excel|Power BI|Tableau,5,2025,0,1,1,Fatehpur,Haryana
STU00898,Xalak Mukhopadhyay,bishakhadivan@example.org,03822262916,GGSIPU,CSE,7.33,0,1,5,Machine Learning|Deep Learning|Power BI|Java|Python|React|Excel|Node.js,0,2024,0,0,0,North Dumdum,Rajasthan
STU00899,Charles Dayal,kevinpadmanabhan@example.net,03887600383,Amity Noida,CE,8.29,0,0,1,Data Analysis|SQL|Machine Learning|Spring Boot|Cloud Azure|Power BI|Excel,2,2025,0,1,1,Jhansi,Haryana
STU00900,Warhi Talwar,nmaharaj@example.com,8357377693,Amity Noida,EEE,6.46,2,3,2,Power BI|Java|Data Analysis|Tableau|Excel|Cloud Azure|Spring Boot,3,2025,0,1,1,Morena,Punjab
STU00901,Manya Keer,pooja81@example.net,06368102889,IP University,ECE,7.53,0,1,1,Cloud AWS|R|Spring Boot|Power BI|Python,1,2025,0,1,1,Nadiad,UP
STU00902,Yachana Oak,rvarty@example.com,06211318262,Bennett Univ,ME,6.85,0,1,2,Tableau|Python|Node.js|Spring Boot|SQL,2,2025,0,1,1,Mango,Rajasthan
STU00903,Aishani Roy,pahaljani@example.com,3985064981,Bennett Univ,MCA,7.23,0,1,2,Java|Data Analysis|C++|Spring Boot|Power BI|Django|Excel|Deep Learning,3,2025,0,0,1,Ichalkaranji,Delhi
STU00904,Yasti Sarma,bishakhareddy@example.com,+915667960360,IP University,CE,8.35,0,3,2,Deep Learning|Cloud Azure|C++|Spring Boot|SQL|Machine Learning|R|Power BI,2,2025,0,1,1,Kalyan-Dombivli,Delhi
STU00905,Tamanna Vaidya,lsastry@example.net,01804569501,Bennett Univ,EEE,7.37,0,1,4,NLP|Excel|Spring Boot|Node.js,2,2025,0,1,1,Mathura,Karnataka
STU00906,Jatin Baria,jchahal@example.net,+916657411892,IGDTUW,BBA,7.24,0,2,3,Excel|Spring Boot|Node.js|Deep Learning,4,2025,1,0,1,Jamalpur,Maharashtra
STU00907,Yash Roy,forum95@example.com,+919562892642,IGDTUW,MCA,5.98,2,1,5,Machine Learning|SQL|React|Tableau|Cloud AWS|C++,0,2025,0,1,1,Raebareli,Delhi
STU00908,Balvan Chandran,ujayaraman@example.net,2779138832,DTU,MCA,7.87,0,1,5,R|Machine Learning|NLP|Excel|Power BI|Deep Learning|Django,4,2024,0,0,1,Bhilai,Delhi
STU00909,Ganga Guha,jkuruvilla@example.com,7895076377,NSUT,BCA,7.78,0,1,2,Deep Learning|Excel|Cloud AWS|Tableau|Data Analysis|Python|R,0,2025,0,1,1,Kottayam,Punjab
STU00910,Champak Dara,nadkarniabhimanyu@example.net,07211493558,DTU,ECE,9.15,0,0,4,Cloud AWS|Power BI|React|Spring Boot|Django|Java,5,2025,0,0,1,Arrah,West Bengal
STU00911,Hamsini Chandran,darshbains@example.com,+915098258266,GGSIPU,IT,6.92,0,1,1,NLP|Node.js|Data Analysis,4,2024,0,1,1,Phagwara,Haryana
STU00912,Mugdha Bala,chatreshmannan@example.org,7056025386,IP University,BBA,7.4,0,1,3,Deep Learning|NLP|Java,3,2024,0,1,1,Jamalpur,Maharashtra
STU00913,Elijah Saxena,eroy@example.net,04156779621,Jamia Hamdard,EEE,7.42,0,0,2,Data Analysis|Spring Boot|NLP,3,2024,0,1,1,Thanjavur,Punjab
STU00914,Robert Sampath,anushamore@example.net,8922129610,Bennett Univ,ECE,8.62,0,1,4,SQL|Tableau|React|Spring Boot|Java|Cloud AWS|R,0,2024,0,1,0,Mau,Karnataka
STU00915,Advaith Anand,dharoliver@example.org,8386255870,GGSIPU,EEE,7.11,0,1,1,R|Spring Boot|NLP|Power BI,0,2025,0,1,1,Miryalaguda,Delhi
STU00916,Rehaan Kota,girindramurthy@example.net,07698807260,Amity Noida,BCA,7.45,0,1,4,Java|Tableau|Spring Boot,0,2024,0,1,1,Kirari Suleman Nagar,Haryana
STU00917,Rajeshri Arora,tejas68@example.com,+912856718457,IP University,MBA,7.75,0,1,2,R|Python|Deep Learning|Spring Boot,1,2025,0,0,1,Bangalore,Karnataka
STU00918,Daniel Aggarwal,rauomya@example.net,2566661330,Bennett Univ,MBA,7.37,0,1,3,Deep Learning|React|Python,3,2025,0,1,1,Jalandhar,Punjab
STU00919,Oviya Ben,qwason@example.net,+910730814920,NSUT,EEE,6.8,0,1,2,Deep Learning|Tableau|Spring Boot|Power BI|Excel|Python|NLP,1,2024,0,1,1,Thane,Karnataka
STU00920,Rachita Cherian,varenya80@example.com,04083968947,Amity Noida,EEE,7.37,0,2,3,Cloud AWS|NLP|React|Tableau|Deep Learning|Spring Boot,4,2024,1,1,1,Bathinda,Karnataka
STU00921,Amara Iyengar,ravialexander@example.org,5789227429,GGSIPU,CSE,8.17,0,0,1,Java|Python|Machine Learning,5,2024,0,1,1,Muzaffarnagar,Delhi
STU00922,Noah Walia,bchaudry@example.org,7370883051,NSUT,MBA,6.28,0,0,2,Data Analysis|SQL|Machine Learning|Tableau|NLP|Python|R|Cloud AWS,3,2024,0,0,0,Orai,Karnataka
STU00923,Nitesh Devan,glata@example.com,+919450656608,Sharda Univ,MCA,7.32,0,0,1,Python|C++|SQL|Data Analysis,5,2024,0,1,1,Bidar,West Bengal
STU00924,Gautam Sibal,ikbalmistry@example.net,6897640970,Amity Noida,EEE,6.57,1,0,2,Cloud AWS|Spring Boot|Python,3,2024,0,1,1,Haldia,Delhi
STU00925,Yatan Bora,aryaoak@example.org,+911106777034,BVICAM Delhi,ME,8.28,0,1,3,Node.js|Tableau|Machine Learning|Python|NLP|R|C++|Data Analysis,4,2025,0,0,1,Ahmedabad,Rajasthan
STU00926,Sarthak Vohra,jacobtara@example.org,9965642169,IGDTUW,ME,5.83,0,1,1,SQL|Data Analysis|React|Cloud Azure|Excel,5,2024,0,1,1,Kolhapur,Haryana
STU00927,Karan Narang,dalbir02@example.net,+910726956483,GGSIPU,CE,6.7,1,0,4,Data Analysis|Deep Learning|R|Cloud Azure|NLP|Cloud AWS,2,2025,0,0,1,Guntakal,Tamil Nadu
STU00928,Om Srivastava,vinaya95@example.net,05216820188,Bennett Univ,CE,7.54,0,2,3,React|Spring Boot|Power BI|Django|Python|Node.js|Machine Learning|NLP,5,2024,0,0,1,Tadepalligudem,West Bengal
STU00929,Yatin Wable,ubhagat@example.org,01021749340,NSUT,MBA,8.61,0,0,2,Cloud Azure|C++|Java,4,2024,0,0,1,Thrissur,Karnataka
STU00930,Nitara Manda,omkaarpingle@example.com,+914509962831,IGDTUW,MCA,7.14,0,1,3,NLP|Data Analysis|Cloud AWS,5,2025,0,1,1,Haridwar,UP
STU00931,Gaurika Kashyap,ubhagat@example.net,00073378245,NSUT,ECE,6.7,0,1,4,Tableau|Python|C++|Excel|SQL|Java|Data Analysis|R,1,2024,0,1,1,Gudivada,Karnataka
STU00932,Faqid Nagarajan,dvirk@example.com,+917179336103,Jamia Hamdard,ME,8.89,0,0,1,Tableau|Power BI|SQL,3,2024,0,0,1,Ahmedabad,Delhi
STU00933,Ojasvi Nadkarni,chakradharsundaram@example.net,+912375731783,BVICAM Delhi,CE,5.9,2,1,4,Deep Learning|Cloud Azure|Node.js|NLP,3,2024,0,1,1,Chandigarh,Rajasthan
STU00934,Vinaya Sen,rbobal@example.com,+918560138933,Jamia Hamdard,MBA,5.22,1,2,1,Data Analysis|Node.js|Python|Tableau|Django|Excel|Java|Cloud AWS,1,2025,0,0,1,Bihar Sharif,UP
STU00935,Abha Ravel,shankarmahika@example.net,7159734696,GGSIPU,EEE,7.6,0,1,3,Node.js|Java|NLP|R|Machine Learning|Cloud AWS|Data Analysis,0,2025,0,1,1,Pune,Delhi
STU00936,Harinakshi Pandit,ikshitaahluwalia@example.com,03931615568,Amity Noida,ECE,6.75,2,1,5,Machine Learning|Cloud AWS|Java|R|Deep Learning|Node.js,2,2025,0,0,1,Guntur,West Bengal
STU00937,Krishna Kakar,champakgour@example.org,6387918705,IP University,IT,6.28,0,1,2,Node.js|Spring Boot|Excel|Python,3,2025,0,1,1,Siwan,Haryana
STU00938,Neha Modi,srinivasanmitesh@example.com,05550262709,Sharda Univ,MCA,7.84,0,2,5,React|C++|Django|SQL,4,2024,0,1,1,Amravati,Punjab
STU00939,Brijesh Baria,qpandit@example.com,2886395822,Jamia Hamdard,CE,7.42,0,0,5,Spring Boot|C++|Cloud Azure|Excel|Python|R|Tableau|Machine Learning,2,2025,0,0,1,Bijapur,Rajasthan
STU00940,Brinda Suri,bimalasekhon@example.net,+916938588489,Amity Noida,ECE,6.69,1,1,2,Python|Power BI|SQL,5,2024,0,0,1,Sagar,Tamil Nadu
STU00941,Yagnesh Prakash,mandachameli@example.org,+916724395850,GGSIPU,BBA,6.05,1,0,2,C++|Java|Excel|Spring Boot|SQL|R,0,2024,0,1,1,Mumbai,Delhi
STU00942,Xiti Deshmukh,bmadan@example.com,07781159899,Amity Noida,BBA,7.99,0,0,3,Python|Deep Learning|R|Power BI|C++|Excel|Cloud Azure,3,2024,0,1,1,Pali,Gujarat
STU00943,Bishakha Mutti,znadkarni@example.net,+913676109966,Jamia Hamdard,IT,7.79,0,1,5,R|Django|Spring Boot|Cloud Azure,4,2024,0,1,1,Nashik,Punjab
STU00944,Tara Mital,kandasaanvi@example.net,+913864656031,BVICAM Delhi,EEE,7.11,0,2,3,Cloud Azure|Java|Spring Boot|Python|Node.js,1,2025,0,0,0,Sonipat,Punjab
STU00945,Qadim Deol,nitara26@example.net,+913353073485,Jamia Hamdard,ECE,8.86,0,1,2,Django|Cloud Azure|Power BI|C++|Deep Learning|Machine Learning,3,2025,0,1,1,Sonipat,Gujarat
STU00946,Saanvi Hayre,chaudhurilopa@example.org,+910006376741,Bennett Univ,CSE,6.24,0,1,2,Machine Learning|Cloud AWS|Spring Boot|Excel|NLP,4,2025,0,1,1,Dewas,Rajasthan
STU00947,Priya Bala,mvohra@example.com,0818900078,NSUT,BCA,5.83,2,1,5,R|Node.js|NLP|Java|Data Analysis|Excel|Power BI|Machine Learning,2,2024,0,0,1,Kamarhati,Karnataka
STU00948,Kamala Nigam,ogole@example.org,+912234702906,Sharda Univ,EEE,6.58,0,2,3,Tableau|Data Analysis|Deep Learning|C++|Cloud Azure|Power BI|Machine Learning,3,2025,0,0,1,Thanjavur,West Bengal
STU00949,Faraj Singh,yutika32@example.net,+913193567960,IP University,ME,7.16,0,2,2,Data Analysis|NLP|Tableau|Cloud AWS,0,2025,0,0,0,Rajkot,Karnataka
STU00950,Robert Patel,wmadan@example.net,02219587469,IP University,ECE,7.42,0,0,3,Node.js|Data Analysis|Excel|Tableau|Spring Boot|Django|R|Deep Learning,2,2025,0,0,1,Burhanpur,Punjab
STU00951,Meghana Batta,mohammedben@example.com,+919207225940,GGSIPU,IT,6.98,2,3,1,Machine Learning|Node.js|React|Django,1,2025,0,1,0,Chapra,Rajasthan
STU00952,Urvashi Kapadia,majumdarzarna@example.com,3412564775,Jamia Hamdard,MBA,7.52,0,1,4,NLP|C++|R|SQL|Java|Power BI,2,2024,0,1,1,Secunderabad,Maharashtra
STU00953,Chanakya Nagy,idikamangat@example.net,8022100046,NSUT,EEE,6.07,0,2,4,Java|Python|C++,2,2025,1,1,1,Guntakal,West Bengal
STU00954,Warhi Pingle,vihaan07@example.net,8124069272,IP University,BCA,8.5,0,1,3,Excel|R|Python|Machine Learning|Deep Learning,3,2025,0,1,1,Sambhal,Maharashtra
STU00955,Yahvi Ramanathan,sehgaltripti@example.com,0825822288,IP University,ME,7.13,0,0,5,C++|Spring Boot|Excel|Cloud Azure|Tableau|Django,1,2024,0,0,1,Bhalswa Jahangir Pur,Delhi
STU00956,Lakshit Bala,srinivasanmanya@example.org,+914498842220,GGSIPU,MBA,8.21,0,0,3,Cloud AWS|React|Tableau|C++|Java|Cloud Azure|Node.js,4,2025,0,0,1,Vadodara,Tamil Nadu
STU00957,Niharika Sane,varughesemeera@example.net,02390856886,IGDTUW,MBA,7.51,0,0,4,NLP|Spring Boot|Python|Excel|Machine Learning|Deep Learning|Tableau,1,2025,0,0,1,Nagercoil,Punjab
STU00958,Raagini Viswanathan,jackson46@example.com,+917062447047,DTU,EEE,7.61,0,0,4,NLP|Data Analysis|Cloud AWS|R,3,2024,0,0,1,Fatehpur,Delhi
STU00959,Ojasvi Choudhury,sanayasengupta@example.net,+914344348932,Amity Noida,EEE,7.71,0,1,5,SQL|React|Python|Tableau|Deep Learning|Power BI|Cloud AWS|Django,3,2024,0,1,1,Ambala,Karnataka
STU00960,Upma Kapadia,warda71@example.net,05937676189,IGDTUW,MCA,7.6,0,0,3,Power BI|Excel|Tableau|Cloud Azure,0,2024,1,0,1,Rewa,Maharashtra
STU00961,Yashoda Tank,lmaharaj@example.net,+917481922511,GGSIPU,CSE,7.78,0,0,5,SQL|Django|Machine Learning|Excel|Spring Boot,2,2025,0,0,1,Gaya,Punjab
STU00962,Ranbir Deol,kadekrishna@example.org,05814189965,IP University,IT,8.4,0,1,5,SQL|Java|Power BI|R,1,2025,1,1,0,Ozhukarai,West Bengal
STU00963,Faris Lal,netramandal@example.net,00093078774,IP University,IT,7.38,0,1,1,Power BI|C++|React|Machine Learning|Cloud AWS,4,2025,0,0,1,Bikaner,Delhi
STU00964,Isha Mallick,falanhans@example.org,+913717042321,IP University,ME,7.84,0,1,2,Python|Django|Java|Tableau|SQL|Cloud Azure|Spring Boot,1,2025,0,0,0,Maheshtala,West Bengal
STU00965,Ijaya Tara,akshaysuresh@example.com,2192723832,GGSIPU,EEE,7.12,0,2,4,Power BI|C++|Excel|SQL|NLP|Deep Learning,1,2024,0,1,1,Akola,Rajasthan
STU00966,Yachana Srinivasan,vrittiparmar@example.net,4186792494,Bennett Univ,BCA,8.5,0,1,4,Cloud AWS|Django|React|NLP|Machine Learning|Power BI|Deep Learning,3,2025,0,1,0,North Dumdum,Maharashtra
STU00967,Gagan Choudhury,shuklapallavi@example.org,0261369364,Amity Noida,CE,6.59,0,0,5,C++|Cloud Azure|Cloud AWS|Tableau|R,1,2025,0,0,1,Jamnagar,Maharashtra
STU00968,Aarush Parsa,kamdarkritika@example.org,09408224407,Amity Noida,ECE,8.82,0,1,5,Deep Learning|Cloud AWS|Excel|SQL|Python|C++|Node.js|R,2,2025,0,0,1,Kurnool,Punjab
STU00969,Zehaan Khanna,bhatnagarlekha@example.net,8584888610,NSUT,ECE,7.16,0,3,2,C++|Deep Learning|Data Analysis|Python|Power BI|Excel|Tableau|NLP,2,2025,0,0,1,Sambalpur,Delhi
STU00970,Rajata Basu,ethannaidu@example.org,9233729199,Bennett Univ,EEE,5.91,1,0,3,Django|Power BI|Python|Java|SQL,1,2025,0,0,1,Satara,Rajasthan
STU00971,Upma Brar,girindra07@example.org,2113551904,Amity Noida,MCA,7.32,0,1,5,NLP|Deep Learning|Data Analysis|Python|Cloud AWS,3,2024,1,0,1,Salem,Gujarat
STU00972,Chaitaly Buch,nmerchant@example.net,00372778235,GGSIPU,MBA,6.59,2,1,2,React|Machine Learning|R|SQL|Cloud AWS,2,2024,0,1,1,Agra,Tamil Nadu
STU00973,Damyanti Rout,udant35@example.com,6489172041,DTU,EEE,7.96,0,0,2,Tableau|Cloud Azure|R|Spring Boot|Machine Learning|Deep Learning,0,2025,1,0,1,Ramgarh,Delhi
STU00974,Reyansh Datta,priyadara@example.org,+918492988373,IGDTUW,EEE,6.61,0,1,1,Power BI|Node.js|C++|Java|NLP|Excel,3,2025,0,0,1,Bharatpur,Gujarat
STU00975,Anamika Krishnamurthy,hegdejhalak@example.com,05333272289,GGSIPU,CE,6.8,2,2,3,R|Django|Machine Learning|Cloud AWS|Deep Learning|React|C++,3,2024,0,1,0,Yamunanagar,Tamil Nadu
STU00976,Hemangini Pradhan,janaki38@example.net,00615351580,DTU,CSE,5.5,1,3,4,Deep Learning|Machine Learning|C++|Cloud Azure|SQL|Django|Node.js,3,2024,1,0,0,Srinagar,Gujarat
STU00977,Siya Sibal,saanvi76@example.net,+910150027875,BVICAM Delhi,MBA,6.79,2,1,4,NLP|Deep Learning|SQL|C++|Node.js|Django|Excel,3,2024,0,1,1,Berhampore,Punjab
STU00978,Avni Kumer,amarabhatnagar@example.org,5359805540,GGSIPU,CE,5.02,1,3,3,Deep Learning|Excel|Node.js,4,2025,1,1,1,Ahmedabad,Karnataka
STU00979,Balhaar Pal,udarsh50@example.com,6803048624,BVICAM Delhi,CE,5.77,0,0,2,NLP|Cloud AWS|SQL|Java,1,2024,0,1,1,Latur,UP
STU00980,Upkaar Kota,nishasidhu@example.org,00878354053,IGDTUW,CSE,7.88,0,2,2,Node.js|Power BI|Java,5,2024,0,0,0,Bathinda,Haryana
STU00981,Harita Khurana,agrawaljeremiah@example.com,09902561711,Sharda Univ,CSE,7.91,0,1,1,Deep Learning|NLP|C++|Python,0,2024,1,0,1,Ghaziabad,Maharashtra
STU00982,Darika Iyengar,prasadqarin@example.com,6948893183,Amity Noida,IT,7.58,0,2,4,Deep Learning|Django|SQL|Cloud Azure|Spring Boot,4,2025,0,0,1,Ranchi,Gujarat
STU00983,Tara Sant,bhavya70@example.com,9732138848,IGDTUW,ME,6.33,0,1,2,Cloud AWS|NLP|Power BI,4,2025,0,1,1,Sultan Pur Majra,Punjab
STU00984,Yashodhara Mani,meeramanne@example.com,08037973454,Jamia Hamdard,ME,7.16,0,1,2,NLP|Tableau|Excel|Node.js|SQL|Data Analysis|Cloud Azure|Python,1,2024,0,1,1,Morbi,Maharashtra
STU00985,Wahab Varma,tanvi07@example.net,+917510769763,DTU,CE,7.2,0,1,3,NLP|Excel|Node.js|Tableau|React|Java|Spring Boot|Data Analysis,3,2025,1,0,1,Kollam,Punjab
STU00986,Bahadurjit Jha,andrairya@example.org,+918212924426,IGDTUW,CSE,6.16,0,1,1,Cloud AWS|Power BI|Node.js|Excel|NLP,3,2025,0,1,1,Allahabad,Punjab
STU00987,Osha Raval,daminiatwal@example.net,+919315491116,IGDTUW,ECE,8.55,0,1,5,Power BI|Machine Learning|Cloud Azure,1,2024,0,1,1,Kolkata,Gujarat
STU00988,Bishakha Gupta,krishnanbhanumati@example.net,3418177493,Jamia Hamdard,EEE,7.99,0,1,3,Power BI|Cloud Azure|Java|Cloud AWS|Python|NLP|Spring Boot|Data Analysis,3,2025,0,0,0,Akola,Karnataka
STU00989,Vyanjana Butala,ethan91@example.com,7399293658,Sharda Univ,ME,7.0,0,0,5,Cloud AWS|Django|Tableau|Node.js|Spring Boot|Data Analysis|Python,4,2025,1,1,0,Jalgaon,Rajasthan
STU00990,Umang Parsa,atak@example.org,+918619385868,Sharda Univ,CSE,7.22,0,0,3,SQL|Node.js|Cloud Azure|React|Excel|Deep Learning,1,2024,1,1,1,Chapra,Delhi
STU00991,Aradhana Pall,chaman66@example.net,+917140201532,GGSIPU,ME,7.39,0,2,5,Machine Learning|Python|Excel|Django|C++|Node.js,0,2024,0,0,0,Srikakulam,Tamil Nadu
STU00992,Yuvraj Pillai,hayersamesh@example.net,04789182841,DTU,MBA,5.36,2,2,5,Django|Deep Learning|Java,4,2025,1,0,1,Begusarai,UP
STU00993,Aditya Dave,advaykuruvilla@example.com,08759719925,BVICAM Delhi,BCA,6.98,0,2,4,NLP|Power BI|Tableau|Python|Spring Boot|Node.js|Java|Django,0,2024,1,1,1,Jehanabad,Tamil Nadu
STU00994,Dominic Kaur,znayar@example.org,4661166225,NSUT,MBA,6.59,0,1,3,Cloud Azure|Tableau|Power BI|Node.js,2,2024,0,0,1,Kochi,UP
STU00995,Sneha Mohan,ronithlal@example.org,+918163927272,Bennett Univ,CSE,6.3,0,3,1,SQL|Machine Learning|Power BI|Java,4,2025,0,1,1,Mira-Bhayandar,West Bengal
