customer_id,customer_name,email,phone,gender,age,city,state,registration_date,customer_segment,total_orders,lifetime_value,preferred_category,email_opt_in,loyalty_points
CUST002416,Megha Chander,ekbalchoudhary@example.com,09413947968,Other,34,New Delhi,Karnataka,2022-05-10,Gold,31,31903.65,Beauty,0,1066
CUST002417,Eshana Bera,yde@example.com,7840032076,Other,31,South Dumdum,Karnataka,2023-07-22,Regular,12,26728.46,Books & Stationery,1,846
CUST002418,Hredhaan Chakrabarti,vritti99@example.com,7462390125,M,47,Ghaziabad,Gujarat,2021-08-06,Silver,32,64175.99,Electronics,0,873
CUST002419,Ekavir Kalla,anusha37@example.net,08495374322,M,21,Nashik,UP,2023-05-17,Regular,35,56106.36,Home & Kitchen,1,4525
CUST002420,Aishani Vohra,sanghaleela@example.net,07266702434,Other,53,Katihar,Tamil Nadu,2023-04-08,Regular,12,141029.55,Beauty,0,64
CUST002421,Dev Dey,bishakha98@example.com,09736006247,Other,29,Akola,Karnataka,2022-03-01,Regular,12,112158.17,Sports,0,113
CUST002422,Anya Boase,nathan51@example.net,0005828021,F,29,Shimla,West Bengal,2021-07-15,Regular,5,9552.23,Sports,1,585
CUST002423,Nikita Bawa,jviswanathan@example.org,+916934965281,F,19,Katni,Tamil Nadu,2023-07-12,Gold,6,60309.29,Clothing,1,322
CUST002424,Hritik Kar,neelkannan@example.net,+919325987540,Other,18,Bihar Sharif,Delhi,2022-12-03,Regular,13,31697.45,Beauty,0,1503
CUST002425,Bakhshi Rai,dbrar@example.com,+913381062044,F,42,Thoothukudi,Tamil Nadu,2022-06-04,Gold,29,24406.5,Home & Kitchen,0,3549
CUST002426,Ekavir Morar,edey@example.net,+915565147616,Other,18,Lucknow,Tamil Nadu,2022-05-10,Platinum,3,111344.22,Home & Kitchen,1,1280
CUST002427,Omisha Raju,saneanika@example.com,05613013609,Other,64,Kota,Gujarat,2022-12-18,Regular,39,33238.08,Sports,1,3784
CUST002428,Viraj Sunder,luke98@example.net,+913281843444,M,49,Gulbarga,Karnataka,2024-12-06,Silver,6,24429.77,Sports,1,3175
CUST002429,Ekapad Som,zdhar@example.net,5775829142,F,59,Gwalior,Delhi,2022-04-01,Regular,50,84700.23,Beauty,1,3526
CUST002430,Ekapad Kant,jagat51@example.org,2877459476,F,43,Udaipur,Gujarat,2023-05-10,Gold,30,129520.39,Sports,1,2915
CUST002431,Anusha Mammen,narayangirik@example.com,06842129257,Other,49,Ratlam,UP,2022-02-25,Silver,41,88164.43,Electronics,1,4
CUST002432,Siddharth Barad,mkhalsa@example.org,5185720953,Other,45,Serampore,UP,2023-11-02,Gold,27,112353.46,Home & Kitchen,0,177
CUST002433,Kamala Kohli,ikothari@example.net,9745487310,M,52,Panchkula,Delhi,2021-12-14,Silver,7,84974.19,Clothing,1,1359
CUST002434,Tanish Chander,gautam19@example.net,1480798188,M,41,Baranagar,UP,2022-01-17,Gold,16,93144.63,Home & Kitchen,1,4689
CUST002435,Vidhi Saha,bhavika31@example.net,8173337498,Other,32,Purnia,Karnataka,2021-03-12,Gold,23,143589.2,Clothing,1,53
CUST002436,Ishwar Solanki,ranbir18@example.com,02878240229,M,40,Kakinada,Maharashtra,2021-12-10,Regular,24,135927.3,Home & Kitchen,1,486
CUST002437,Daksha Varma,chanaelijah@example.net,8692434709,Other,64,Katihar,Tamil Nadu,2021-08-21,Platinum,19,49619.84,Books & Stationery,1,273
CUST002438,Yochana Borra,deoljason@example.org,05240841610,F,55,Visakhapatnam,UP,2022-04-08,Silver,14,93755.35,Clothing,1,1328
CUST002439,Aarush Shetty,gborra@example.com,2939873825,M,43,Noida,Karnataka,2022-08-27,Silver,9,1582.75,Sports,1,4622
CUST002440,Alka Krishnamurthy,xkoshy@example.com,5320157319,Other,32,Hapur,Maharashtra,2024-01-08,Regular,18,113022.46,Electronics,1,4749
CUST002441,Saanvi Sridhar,lakshdatta@example.com,5630533366,F,39,Vijayawada,West Bengal,2021-04-28,Regular,40,90370.95,Clothing,0,965
CUST002442,Amruta Korpal,varenyaravi@example.net,0048523559,M,49,Panvel,West Bengal,2021-10-20,Regular,31,69237.97,Sports,1,1311
CUST002443,Barkha Malhotra,vasudha43@example.com,5497488257,M,42,Tumkur,Karnataka,2021-05-15,Silver,18,96317.13,Sports,1,3671
CUST002444,Vrishti Vasa,girik46@example.org,+917516357046,Other,24,Machilipatnam,Karnataka,2022-12-02,Regular,29,11864.02,Clothing,1,3050
CUST002445,Rishi Talwar,varsha48@example.net,04054785432,Other,43,Rampur,Karnataka,2022-04-21,Platinum,18,71281.16,Clothing,1,4167
CUST002446,Harsh Korpal,bhanumatishan@example.com,2913156508,F,34,Noida,West Bengal,2024-07-13,Regular,10,105332.32,Sports,1,3674
CUST002447,Rajata Chandra,xkhalsa@example.net,0994565296,M,18,Farrukhabad,Karnataka,2022-04-14,Silver,35,135406.67,Home & Kitchen,0,2215
CUST002448,Mekhala Pillay,lohit23@example.org,5121344038,M,28,Tiruppur,Maharashtra,2021-05-06,Regular,45,34925.62,Home & Kitchen,1,2603
CUST002449,Arunima Wadhwa,jeremiah84@example.net,05637066980,F,31,Kishanganj,Karnataka,2021-07-12,Regular,41,16207.59,Clothing,1,404
CUST002450,Prisha Singh,ikshitaganguly@example.net,+917258986154,F,49,Imphal,Rajasthan,2023-11-26,Silver,17,70187.6,Clothing,1,2058
CUST002451,Mohini Walla,bhavani56@example.com,2618251857,M,23,Junagadh,Tamil Nadu,2021-09-26,Silver,17,94428.24,Books & Stationery,1,4421
CUST002452,Gunbir Ramaswamy,ryanborah@example.com,06103760310,Other,29,Jalgaon,Delhi,2021-08-13,Regular,35,72723.83,Electronics,1,3131
CUST002453,Jhalak Sankaran,bhavnamalhotra@example.net,3139373832,M,31,Bahraich,Tamil Nadu,2024-03-22,Gold,38,88640.38,Sports,1,780
CUST002454,Reva Ray,widishawalla@example.net,04613260374,Other,21,Haldia,Karnataka,2023-01-04,Regular,46,81663.81,Home & Kitchen,0,2252
CUST002455,Orinder Kulkarni,ompooja@example.com,+919770637935,Other,39,Ballia,Gujarat,2021-04-28,Silver,34,29219.76,Books & Stationery,1,2626
CUST002456,Imaran Doctor,panchaljanuja@example.net,2082645531,F,63,Chittoor,Rajasthan,2024-12-03,Regular,12,3189.42,Sports,1,3950
CUST002457,Ikbal Goda,tdubey@example.com,07713449504,Other,55,Patna,Karnataka,2021-09-14,Regular,14,129408.4,Books & Stationery,0,3057
CUST002458,Forum Peri,azaan99@example.com,7175312677,Other,43,Loni,Karnataka,2021-06-14,Silver,12,27943.25,Home & Kitchen,1,870
CUST002459,Tanmayi Mand,harshil25@example.net,+917089200644,M,40,Tadepalligudem,West Bengal,2023-12-29,Regular,20,67359.71,Sports,1,4824
CUST002460,Farhan Ratti,keyanarasimhan@example.com,4651368508,M,59,Bijapur,Delhi,2022-05-31,Regular,11,119041.38,Clothing,0,714
CUST002461,Ekavir Doshi,vasatikasha@example.com,+917536685373,Other,54,Thrissur,Karnataka,2022-08-12,Silver,1,91019.94,Books & Stationery,1,1394
CUST002462,Ekaja Chaudry,amrutasekhon@example.com,+912573748667,F,20,Bhiwani,Karnataka,2024-11-21,Regular,1,39710.29,Home & Kitchen,0,431
CUST002463,Faqid Boase,amruta67@example.com,0638248280,F,45,Ghaziabad,Tamil Nadu,2024-04-04,Regular,31,125475.1,Books & Stationery,1,1897
CUST002464,Laksh Chatterjee,epatla@example.com,5994701378,M,21,Berhampore,Maharashtra,2024-06-12,Silver,16,55924.96,Clothing,1,1455
CUST002465,Wridesh Bir,xiti50@example.net,8608366811,M,37,Bikaner,Rajasthan,2021-10-03,Regular,38,33717.82,Electronics,1,3439
CUST002466,Ekalinga Naidu,aben@example.com,04342771330,Other,27,Berhampore,Rajasthan,2021-02-13,Regular,3,48395.43,Home & Kitchen,1,3424
CUST002467,Rachita Varughese,jagat92@example.com,07085236421,F,45,Sagar,Karnataka,2021-04-23,Regular,14,106452.38,Books & Stationery,0,84
CUST002468,Saksham Devi,baljiwansachar@example.net,+914520276568,Other,38,Cuttack,Tamil Nadu,2021-01-31,Regular,13,41070.85,Electronics,1,3486
CUST002469,Mekhala Gulati,sben@example.net,5925613581,M,32,Patiala,Maharashtra,2024-09-11,Regular,13,118081.86,Electronics,1,2121
CUST002470,Gauri Bhattacharyya,neel01@example.com,6902931346,Other,23,Morena,West Bengal,2022-08-03,Regular,13,107454.72,Beauty,1,2356
CUST002471,Jagvi Sastry,anaykhurana@example.com,+917006080450,Other,30,Arrah,Rajasthan,2021-08-27,Regular,31,98944.61,Beauty,1,3904
CUST002472,Zehaan Narang,hiteshbawa@example.org,04699078511,M,45,Gorakhpur,Tamil Nadu,2023-05-11,Gold,39,44201.46,Sports,0,2272
CUST002473,Tripti Cheema,barmanazaan@example.com,00429400844,M,48,Durgapur,Gujarat,2023-05-28,Gold,7,76983.76,Beauty,1,708
CUST002474,Sarthak Datta,revasarna@example.com,+910714435764,Other,57,Srinagar,Tamil Nadu,2023-10-10,Regular,45,27821.44,Clothing,1,1795
CUST002475,Patrick Amble,jranganathan@example.net,+911165284048,F,35,Bijapur,UP,2023-07-01,Regular,32,25648.63,Home & Kitchen,1,2746
CUST002476,Falguni Oak,nayakaahana@example.org,1035453263,Other,42,Sasaram,UP,2022-02-07,Regular,49,149616.27,Clothing,1,2403
CUST002477,Suhani Ratti,kantrajata@example.org,+911681741889,F,65,Thanjavur,Tamil Nadu,2024-01-03,Regular,49,20953.91,Sports,1,2300
CUST002478,Jhalak Dhingra,chaitanyakanda@example.net,+916598717090,F,29,Nangloi Jat,Tamil Nadu,2024-11-10,Silver,47,106061.62,Electronics,1,26
CUST002479,Alka Kakar,gunbiraggarwal@example.net,7060202749,F,32,Vadodara,Gujarat,2024-05-04,Silver,21,72515.46,Home & Kitchen,1,3201
CUST002480,Ryan Sathe,samar53@example.com,08972348842,M,38,Aizawl,Delhi,2022-07-25,Gold,3,87441.88,Clothing,1,636
CUST002481,Luke Baral,pillaisara@example.com,+919841903828,Other,45,Vasai-Virar,Delhi,2022-06-21,Regular,42,95446.11,Books & Stationery,1,1819
CUST002482,Pushti Sankaran,modychandresh@example.net,01967625973,Other,51,Uluberia,UP,2023-07-23,Regular,30,8158.79,Books & Stationery,1,4441
CUST002483,Naksh Borra,sthaman@example.com,06348657425,Other,40,Bellary,West Bengal,2023-07-14,Regular,27,127437.41,Clothing,1,3176
CUST002484,Wyatt Basu,bchawla@example.com,+914696953520,F,53,Rajahmundry,Maharashtra,2022-04-24,Regular,20,132399.07,Electronics,1,4239
CUST002485,Andrew Tak,shererajata@example.com,09799791353,Other,20,Tiruvottiyur,Delhi,2024-06-01,Regular,31,138713.17,Clothing,1,901
CUST002486,Aradhana Memon,harrisonbalasubramanian@example.net,+915852741763,Other,37,Aizawl,Gujarat,2021-01-23,Regular,30,97646.91,Sports,1,2376
CUST002487,Luke Kalita,itrivedi@example.org,1160245866,F,44,Panipat,West Bengal,2022-04-29,Regular,3,34570.1,Clothing,1,3480
CUST002488,Owen Narain,manthan42@example.com,6230308031,Other,33,Nagaon,Tamil Nadu,2024-04-27,Regular,31,96869.51,Books & Stationery,1,3314
CUST002489,Samuel Deep,nbedi@example.com,+919863565217,Other,25,Allahabad,Karnataka,2023-08-23,Regular,12,63384.14,Beauty,0,2303
CUST002490,Bhavna Sinha,ekbalsekhon@example.com,06405738393,Other,19,Chinsurah,Rajasthan,2021-06-16,Silver,33,64920.73,Clothing,1,2699
CUST002491,Ria Sama,mnayak@example.net,03983038189,Other,20,Kurnool,West Bengal,2024-10-16,Regular,14,86109.85,Clothing,1,1385
CUST002492,Anya Shah,bbalakrishnan@example.net,09907068293,Other,62,Madurai,Rajasthan,2024-11-27,Platinum,2,111412.7,Home & Kitchen,0,2643
CUST002493,Zansi Mangat,warhi70@example.net,03794723620,Other,58,Munger,UP,2021-02-14,Silver,9,124351.16,Books & Stationery,1,2149
CUST002494,Ucchal Rai,wsood@example.com,2373307941,Other,45,Pimpri-Chinchwad,Maharashtra,2024-08-19,Silver,26,102577.7,Beauty,1,3201
CUST002495,Ryan Dar,padmanabhannachiket@example.net,+914451362028,M,21,Pune,Maharashtra,2022-02-26,Regular,11,86893.12,Books & Stationery,0,121
CUST002496,Matthew Kar,sanyabobal@example.net,1868783265,M,55,Kharagpur,Karnataka,2023-08-30,Gold,33,125976.16,Electronics,1,4641
CUST002497,Abhiram Randhawa,floyal@example.org,09030005777,M,49,Ajmer,Maharashtra,2024-01-04,Silver,27,105512.97,Clothing,0,1911
CUST002498,Charita Sanghvi,kalanaksh@example.org,+910982380411,M,47,Tirupati,Delhi,2023-08-08,Silver,20,91806.52,Clothing,1,2391
CUST002499,Harrison Suresh,vyanjana60@example.com,5573405351,M,31,Agartala,Tamil Nadu,2021-11-20,Platinum,6,101348.49,Clothing,0,2477
CUST002500,Priya Majumdar,dasnetra@example.net,05808459840,Other,56,Meerut,Delhi,2024-11-08,Regular,23,116375.57,Sports,0,3683
CUST002501,Garima Buch,ptandon@example.com,+912506009818,F,56,Kumbakonam,Karnataka,2021-02-24,Regular,22,123019.14,Beauty,1,3013
CUST002502,Ekta Patla,kiaan71@example.org,5956882421,Other,51,Gaya,Karnataka,2022-06-14,Platinum,18,35184.04,Sports,0,2276
CUST002503,Janani Wali,qsarraf@example.org,5589809767,M,21,Salem,Karnataka,2024-09-10,Gold,45,101905.03,Books & Stationery,1,4413
CUST002504,Shaurya Kothari,hkumar@example.net,+912928509084,F,48,Tirupati,Delhi,2021-08-17,Regular,25,143100.3,Home & Kitchen,1,933
CUST002505,Yashawini Vora,ghoseonkar@example.com,05919412123,Other,51,Berhampore,Delhi,2022-12-05,Regular,42,127711.65,Sports,0,1162
CUST002506,Kritika Gala,sharmajalsa@example.com,0334044337,Other,23,Mysore,Gujarat,2024-09-01,Regular,29,116319.25,Electronics,1,4907
CUST002507,Diya Krishna,samakshrajan@example.net,+919188078070,F,58,Bharatpur,UP,2021-11-16,Regular,4,30936.27,Sports,1,257
CUST002508,Abdul Chokshi,mandalohit@example.com,+911702597833,Other,22,Agartala,Rajasthan,2023-11-27,Regular,10,79539.47,Sports,0,4507
CUST002509,Aadi Chaudhry,chaudharimanan@example.com,+913816545581,Other,36,Khandwa,UP,2021-12-23,Gold,21,112963.75,Electronics,1,157
CUST002510,Arya Palla,sandalutkarsh@example.com,7645656429,M,51,Anantapur,Gujarat,2023-07-27,Platinum,12,96417.1,Beauty,1,727
CUST002511,Maanav Nagar,joshuakhalsa@example.com,08249608887,F,52,Sri Ganganagar,Delhi,2021-06-04,Regular,38,102970.73,Books & Stationery,1,3152
CUST002512,Lucky Samra,nchand@example.org,00782447898,M,48,Rohtak,West Bengal,2021-08-14,Regular,1,83841.66,Sports,1,137
CUST002513,Pratyush Lal,johalleena@example.org,02559037863,Other,25,Berhampur,Rajasthan,2022-05-07,Regular,49,120767.47,Beauty,1,2167
CUST002514,Dhriti Buch,borahnirja@example.net,04694757442,F,31,Raichur,Gujarat,2022-07-29,Gold,25,94717.0,Clothing,1,2736
CUST002515,Caleb Wadhwa,rastogiavni@example.net,+919222638397,Other,49,Hospet,Delhi,2023-12-05,Regular,1,110499.81,Home & Kitchen,0,1168
CUST002516,Neel Gandhi,leela55@example.org,5610502986,M,60,Etawah,Gujarat,2022-09-03,Regular,39,3275.82,Electronics,0,1279
CUST002517,Kamala Wable,enarula@example.com,6031931769,F,41,Aurangabad,Tamil Nadu,2022-04-02,Regular,36,136466.17,Sports,1,481
CUST002518,Aditya Chaudhary,sanyahalder@example.org,00032118878,Other,42,Mysore,Rajasthan,2022-05-27,Regular,49,44399.77,Beauty,1,2525
CUST002519,Jeet Sura,yashica46@example.org,+914343772783,F,40,Hajipur,Tamil Nadu,2021-03-28,Silver,28,38748.41,Electronics,1,3601
CUST002520,Chakradev Varty,ekantika03@example.net,+914878222945,F,61,Jaipur,Delhi,2023-01-23,Platinum,26,124146.82,Home & Kitchen,0,4178
CUST002521,Damyanti Sabharwal,jeevikajhaveri@example.org,4325015501,M,25,Chandrapur,Gujarat,2024-01-25,Gold,37,68039.53,Beauty,1,3026
CUST002522,Omaja Dara,dassforum@example.org,05752143774,Other,43,Hosur,West Bengal,2022-07-21,Regular,13,144129.17,Clothing,1,3122
CUST002523,Bhanumati Sha,khalsavedhika@example.net,7289478751,F,56,Jamshedpur,West Bengal,2023-04-06,Regular,5,19837.49,Sports,1,3969
CUST002524,Urvashi Chander,nbutala@example.com,+912679503359,M,26,Muzaffarpur,Delhi,2024-09-27,Platinum,12,90922.41,Beauty,1,3364
CUST002525,Rajata Saha,nayarraghav@example.net,+917884013025,Other,26,Vijayanagaram,Delhi,2024-02-29,Regular,26,11364.38,Beauty,0,4662
CUST002526,Warinder Sen,ladlisharaf@example.net,5543550652,F,29,Visakhapatnam,Tamil Nadu,2024-04-09,Gold,25,91735.79,Sports,0,4921
CUST002527,Widisha Koshy,fbhatt@example.org,03196523484,M,55,Rajahmundry,Tamil Nadu,2024-09-08,Regular,49,83150.48,Beauty,0,3275
CUST002528,Frado Prakash,samrasaksham@example.org,+913812126537,Other,47,Vasai-Virar,Rajasthan,2024-02-13,Regular,12,56139.26,Beauty,1,994
CUST002529,Sudiksha Modi,giriksur@example.org,5185658085,F,51,Buxar,Karnataka,2022-05-21,Regular,17,134334.31,Clothing,1,1639
CUST002530,Dipta Chandran,vparmer@example.com,08240237925,Other,65,Hazaribagh,Tamil Nadu,2024-05-20,Platinum,39,13153.35,Clothing,1,240
CUST002531,Ishani Borra,farasdutt@example.com,+913923696379,M,36,Yamunanagar,UP,2021-01-10,Regular,43,104910.08,Beauty,1,551
CUST002532,Jeevika Roy,yatinpandit@example.org,07753136755,Other,59,Bareilly,Tamil Nadu,2022-09-17,Gold,19,109797.83,Sports,1,2461
CUST002533,Saanvi Badal,nayaryatan@example.net,09432987860,M,31,Kottayam,Rajasthan,2021-08-31,Regular,41,126620.67,Beauty,1,4845
CUST002534,Waida Ganesh,devdeol@example.com,+910242199433,Other,45,Malda,Gujarat,2024-06-09,Gold,25,44919.84,Books & Stationery,0,1109
CUST002535,Vedika Deol,sawhneyindrajit@example.net,+910385981320,M,39,Katihar,Karnataka,2022-08-31,Regular,12,35413.07,Clothing,1,3968
CUST002536,Anmol Bala,rehaan95@example.org,6188755194,F,56,Bhubaneswar,Maharashtra,2023-05-24,Silver,17,84025.55,Sports,1,4656
CUST002537,Manan Keer,vermabalvan@example.org,+911568195446,M,59,Hyderabad,Gujarat,2024-01-22,Regular,9,131962.34,Electronics,1,2985
CUST002538,Anita Bumb,ishita60@example.net,1202668844,Other,18,Shimoga,Rajasthan,2022-05-19,Silver,27,15525.35,Sports,1,2729
CUST002539,Nakul Nagy,ayushmandey@example.net,5547158517,M,59,Haridwar,UP,2023-09-11,Gold,1,46788.2,Home & Kitchen,1,987
CUST002540,Pallavi Sidhu,tnayar@example.com,0115876396,M,38,Katihar,Tamil Nadu,2024-12-26,Platinum,43,29528.59,Books & Stationery,1,3315
CUST002541,Tristan Thakkar,gopal52@example.com,03981538174,M,21,Kollam,Rajasthan,2021-07-18,Regular,13,96533.36,Electronics,1,2864
CUST002542,Upasna Chad,kannanguneet@example.org,06111340354,M,44,Gandhinagar,Maharashtra,2021-05-08,Gold,49,99654.52,Electronics,1,2732
CUST002543,Nathan Ramakrishnan,rchar@example.com,+916774468551,Other,55,Bhimavaram,Maharashtra,2024-06-27,Silver,34,72899.75,Clothing,1,1555
CUST002544,Daniel Sandhu,psangha@example.org,7181554803,Other,29,Kolhapur,UP,2022-09-03,Gold,20,41621.72,Beauty,1,4988
CUST002545,Hamsini Sane,ikbal94@example.com,9462513302,F,49,Bhusawal,West Bengal,2021-01-01,Regular,48,143835.97,Beauty,0,1847
CUST002546,Arin Mukhopadhyay,ydugal@example.com,03789632124,M,18,Raiganj,Rajasthan,2022-10-08,Regular,5,116720.13,Sports,1,3860
CUST002547,Samaksh Oommen,pallavi97@example.net,+919530141146,M,62,Motihari,Gujarat,2024-07-13,Regular,45,36214.4,Books & Stationery,1,4409
CUST002548,Noah Salvi,radhika57@example.net,+919649758483,F,23,Ghaziabad,UP,2024-04-29,Regular,13,145754.28,Electronics,1,601
CUST002549,Udarsh Dugal,barmanarya@example.com,7397098099,F,50,Bharatpur,Delhi,2024-02-18,Regular,35,111427.15,Books & Stationery,0,781
CUST002550,Yatin Gade,deoupadhriti@example.org,09384451834,F,34,Rajkot,UP,2022-10-20,Silver,40,59163.89,Home & Kitchen,1,958
CUST002551,Balveer Warrior,rajata12@example.com,+914066145319,M,59,Jaunpur,Rajasthan,2023-03-27,Gold,1,8061.47,Electronics,1,103
CUST002552,Yash Goyal,sethidavid@example.com,01123726882,F,37,Berhampur,Maharashtra,2022-09-30,Silver,2,149171.92,Clothing,1,4472
CUST002553,Sara Soman,sawhneyindali@example.net,04989065824,M,23,Raichur,Delhi,2021-11-03,Silver,38,57701.53,Clothing,0,326
CUST002554,Tanay Tata,kdasgupta@example.com,0097362896,Other,41,Baranagar,West Bengal,2022-05-04,Silver,18,94437.13,Books & Stationery,0,3643
CUST002555,Diya Mohan,amaira42@example.com,+915124113753,Other,18,Haldia,Karnataka,2023-12-30,Regular,11,91408.03,Home & Kitchen,1,3130
CUST002556,Mohammed Oak,spathak@example.org,8283873974,Other,45,Erode,Tamil Nadu,2022-08-02,Gold,47,35891.13,Books & Stationery,1,1639
CUST002557,Lila Sami,vdani@example.org,05501966499,M,56,Haldia,Rajasthan,2021-04-24,Regular,2,75719.06,Sports,0,3538
CUST002558,Aadi Dugal,ikbalkaran@example.com,5576615477,M,50,Tiruvottiyur,Rajasthan,2023-09-26,Platinum,3,89688.84,Electronics,0,962
CUST002559,Elijah Magar,brarharrison@example.net,+916873767830,Other,57,Patna,Maharashtra,2024-05-12,Silver,47,123437.55,Books & Stationery,0,2311
CUST002560,Kashvi Dua,nilima02@example.com,+919146684226,M,23,Berhampur,Tamil Nadu,2022-04-01,Silver,10,121708.15,Beauty,1,2746
CUST002561,Jai Master,ukakar@example.org,+915935643074,F,53,Panihati,Gujarat,2024-01-06,Silver,22,24869.9,Beauty,1,977
CUST002562,Yash Barman,bakhshi80@example.org,+910792749387,Other,59,Allahabad,West Bengal,2021-08-17,Regular,30,119908.7,Books & Stationery,0,1202
CUST002563,Ijaya Samra,chadnikita@example.com,05524761262,F,32,Darbhanga,Rajasthan,2021-02-07,Silver,31,71872.35,Home & Kitchen,1,2281
CUST002564,Patrick Prashad,aditya92@example.org,09172234347,F,64,Hyderabad,Delhi,2022-08-30,Gold,44,133811.02,Clothing,0,1611
CUST002565,Yashawini Bedi,grana@example.com,+913985025480,F,22,Aizawl,UP,2021-06-13,Regular,5,123519.7,Sports,1,1997
CUST002566,Ekaja Zachariah,atharvsankaran@example.com,02613842623,F,44,Thanjavur,Rajasthan,2024-03-26,Gold,27,20274.44,Beauty,1,2676
CUST002567,Ekta Vig,shanda@example.net,2985358135,Other,42,Maheshtala,Delhi,2024-12-10,Regular,1,21111.25,Beauty,1,4379
CUST002568,Bimala Soni,rehaan08@example.com,8519917056,M,26,Etawah,Gujarat,2022-09-09,Regular,36,136128.79,Electronics,1,3180
CUST002569,Radha Memon,tsule@example.net,+913850027829,F,21,Rajpur Sonarpur,Gujarat,2023-11-25,Platinum,4,59308.92,Electronics,1,1955
CUST002570,Ijaya Hora,fbassi@example.net,7988632119,M,41,Mumbai,Delhi,2023-06-08,Regular,34,133121.36,Electronics,1,3513
CUST002571,Mugdha Salvi,bansalgavin@example.com,02086582625,M,57,Gopalpur,Maharashtra,2022-06-29,Regular,14,88202.93,Sports,1,1350
CUST002572,Vamakshi Uppal,vyanjanaagarwal@example.net,5322322953,Other,33,Malda,Delhi,2021-05-01,Regular,9,3984.17,Home & Kitchen,1,1638
CUST002573,Jack Dass,aratta@example.com,09522943761,F,54,Vadodara,Rajasthan,2023-08-01,Silver,24,35074.15,Electronics,1,1529
CUST002574,Viraj Murty,lopa50@example.net,00546469823,M,21,Bihar Sharif,West Bengal,2023-03-15,Regular,30,52648.12,Beauty,0,2635
CUST002575,Pallavi Patil,devika56@example.net,+911398399545,F,58,Gaya,Karnataka,2022-06-12,Regular,19,112201.41,Sports,1,2337
CUST002576,Madhav Brar,jeremiah11@example.org,04265341031,M,50,Maheshtala,Maharashtra,2022-11-06,Regular,2,94777.94,Electronics,0,4876
CUST002577,Yamini Das,munshidarika@example.com,05359766381,F,58,Akola,Gujarat,2023-03-09,Silver,19,133004.1,Home & Kitchen,0,3261
CUST002578,Balvan Choudhary,abduldewan@example.org,+916957413842,M,28,Aurangabad,Gujarat,2023-04-12,Regular,32,92671.39,Electronics,1,3337
CUST002579,Darika Choudhry,edhithananda@example.org,5135777388,M,33,Kurnool,West Bengal,2023-02-18,Regular,27,126133.29,Home & Kitchen,1,249
CUST002580,Pallavi Kala,cmammen@example.org,04150438284,M,36,Naihati,Rajasthan,2023-07-06,Gold,10,113786.53,Beauty,1,1611
CUST002581,Jack Kakar,gbanerjee@example.net,3103400023,M,41,Jamshedpur,Gujarat,2022-12-25,Regular,24,143256.48,Books & Stationery,1,3614
CUST002582,Dayita Krish,kandamax@example.net,09178083666,Other,64,Bulandshahr,Maharashtra,2022-04-17,Regular,7,47746.99,Electronics,1,3604
CUST002583,Jasmit Babu,advikasharma@example.com,02924252249,M,41,Panihati,Karnataka,2024-03-17,Regular,20,11720.47,Clothing,1,2519
CUST002584,Jackson Soman,abeer71@example.com,+912406138668,Other,34,Ghaziabad,Delhi,2023-06-25,Silver,17,109922.48,Home & Kitchen,1,2620
CUST002585,Alexander Upadhyay,tarak73@example.com,07033774689,F,55,Muzaffarpur,Delhi,2024-11-23,Regular,30,18904.68,Books & Stationery,1,4298
CUST002586,Odika Dave,turvichaudhari@example.net,2986135092,Other,52,Ahmedabad,West Bengal,2024-07-29,Regular,48,140541.05,Books & Stationery,1,1759
CUST002587,Hredhaan Soni,arya14@example.com,08779731017,F,42,Panipat,Maharashtra,2023-05-30,Silver,13,132225.47,Books & Stationery,1,2161
CUST002588,Matthew Subramaniam,gborah@example.net,+912480996142,Other,53,Aurangabad,Rajasthan,2024-07-08,Regular,1,56451.17,Beauty,1,1521
CUST002589,Luke Ben,abiswas@example.com,+913992238127,Other,62,Thanjavur,Rajasthan,2022-05-13,Gold,47,13760.98,Home & Kitchen,1,48
CUST002590,Janya Balay,inayashere@example.com,02442878480,M,54,Akola,Karnataka,2024-08-08,Regular,39,54302.17,Beauty,1,1553
CUST002591,Hritik Ghosh,lokedhriti@example.com,5943823671,Other,63,Nashik,Rajasthan,2021-10-22,Regular,44,20422.58,Sports,0,3316
CUST002592,Warjas Balasubramanian,balieta@example.net,03535240667,F,20,Indore,Karnataka,2022-08-16,Gold,9,48662.92,Clothing,0,3769
CUST002593,Darsh Merchant,anjali02@example.net,07039753284,Other,55,North Dumdum,Karnataka,2023-02-10,Regular,29,71272.97,Clothing,1,1306
CUST002594,Sathvik Mand,sridharfalguni@example.net,+915082184876,Other,52,Sultan Pur Majra,Gujarat,2022-04-04,Silver,3,20930.77,Books & Stationery,1,4712
CUST002595,Laksh Shetty,janifarhan@example.org,09094904488,F,62,Hazaribagh,Delhi,2021-07-12,Regular,40,28740.38,Clothing,1,2403
CUST002596,Abha Kala,olivershan@example.net,+919099297360,M,37,Guntakal,Rajasthan,2021-10-11,Silver,39,88852.95,Clothing,0,74
CUST002597,Viraj Ganesh,wmittal@example.org,3191565045,F,39,Patna,Gujarat,2024-10-09,Gold,22,126489.8,Books & Stationery,1,3186
CUST002598,Eiravati Kari,indiragade@example.org,01346297629,F,38,Saharsa,West Bengal,2021-04-28,Silver,39,93539.19,Clothing,1,1811
